loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc,true_positives_over_total,false_positives_over_total,true_negatives_over_total,false_negatives_over_total,negative_predictive_value,false_discovery_rate,false_omission_rate,prevalence_threshold,threat_score,fowlkes_mallows_index,informedness,markedness,positive_likelyhood_ratio,negative_likelyhood_ratio,DOR,run_type,model_name,task,holdout_number
0.3934803903102875,0.8135262131690979,0.5115151405334473,0.6861788630485535,0.8757761716842651,0.6606599688529968,0.5861111283302307,0.7150602340698242,0.9186052680015564,0.4884848594665527,0.0813947618007659,0.4774769842624664,0.1320334374904632,0.0603849627077579,0.681492805480957,0.1260888129472732,0.8438686728477478,0.3138211369514465,0.1561313569545745,0.2851547598838806,0.4145383238792419,0.7150602340698242,0.5924448370933533,0.5300475358963013,6.284366607666016,0.5317679047584534,2.5095129013061523,train,FFNN,active_promoters_vs_inactive_promoters (NO FS),0
0.3919419050216675,0.8148370385169983,0.5220088958740234,0.6856851577758789,0.8771010041236877,0.6638094782829285,0.5927556753158569,0.7193715572357178,0.9167341589927672,0.4779910743236542,0.0832658559083938,0.4831775426864624,0.1347549706697464,0.0617710351943969,0.6800820827484131,0.1233919039368629,0.8464270234107971,0.3143148124217987,0.153572991490364,0.2854015231132507,0.4212173223495483,0.7193715572357178,0.5982756614685059,0.532112181186676,6.269176006317139,0.521406352519989,2.563430070877075,test,FFNN,active_promoters_vs_inactive_promoters (NO FS),0
0.1068085134029388,0.960252285003662,0.9285333156585692,0.9183810353279114,0.9908202290534972,0.9726855754852296,0.923429310321808,0.9499108195304872,0.9712883234024048,0.0714666694402694,0.0287116859108209,0.8966149091720581,0.2396751046180725,0.0213005598634481,0.7205771803855896,0.0184471365064382,0.9750385284423828,0.0816189497709274,0.0249614734202623,0.1495479047298431,0.8577507138252258,0.9499108195304872,0.9234431982040404,0.8934195637702942,32.33979415893555,0.0735792443156242,18.96437263488769,train,CNN,active_promoters_vs_inactive_promoters (NO FS),0
1.7460380792617798,0.7693347334861755,0.4808997511863708,0.5622307658195496,0.7451226115226746,0.5017297863960266,0.5183946490287781,0.6753014326095581,0.8697031140327454,0.5191002488136292,0.1302969008684158,0.369897186756134,0.1241427659988403,0.0966611579060554,0.6451919674873352,0.1340041011571884,0.8280225992202759,0.437769204378128,0.1719773858785629,0.3423313200473785,0.3498871326446533,0.6753014326095581,0.5199775099754333,0.3902533650398254,3.690796613693237,0.5968705415725708,2.079779148101806,test,CNN,active_promoters_vs_inactive_promoters (NO FS),0
0.2662199139595032,0.8761513829231262,0.7744485139846802,0.7528396844863892,0.9404488205909729,0.8078423738479614,0.7634912133216858,0.8429927825927734,0.9115369915962219,0.2255515158176422,0.08846303075551987,0.6797502040863037,0.19990238547325134,0.06562875211238861,0.6762490272521973,0.05821986496448517,0.9207320213317871,0.24716030061244965,0.07926797866821289,0.2526018023490906,0.6174572110176086,0.8429927825927734,0.7635676860809326,0.6735717058181763,8.754478454589844,0.24744084477424622,5.369130611419678,train,MMNN,active_promoters_vs_inactive_promoters (NO FS),0
0.3469601273536682,0.8460729718208313,0.7174714207649231,0.6957502961158752,0.9044218063354492,0.7260268926620483,0.7064439058303833,0.8041473031044006,0.8908231854438782,0.2825286090373993,0.10917678475379944,0.6022965312004089,0.18521299958229065,0.08099314570426941,0.660860002040863,0.0729338750243187,0.9006071090698242,0.30424970388412476,0.0993928611278534,0.28062117099761963,0.5461254715919495,0.8041473031044006,0.7065274119377136,0.5963574051856995,6.5716423988342285,0.31715449690818787,4.10587739944458,test,MMNN,active_promoters_vs_inactive_promoters (NO FS),0
,,,,0.8995655138745542,0.7053935848045342,0.7095145406540885,,,,,,,,,,,,,,,,,,,,,train,RF,active_promoters_vs_inactive_promoters (NO FS),0
,,,,0.8960201364077547,0.703372534455573,0.7040604052700515,,,,,,,,,,,,,,,,,,,,,test,RF,active_promoters_vs_inactive_promoters (NO FS),0
0.395527184009552,0.8112484812736511,0.5038545727729797,0.6818450093269348,0.8752055168151855,0.6570531725883484,0.5794903039932251,0.7110275030136108,0.9182003736495972,0.49614545702934265,0.08179962635040283,0.47009074687957764,0.13005606830120087,0.06068532168865204,0.6811924576759338,0.12806618213653564,0.8417487740516663,0.3181549906730652,0.15825124084949493,0.2872028350830078,0.4079453647136688,0.7110275030136108,0.5861319899559021,0.5235937833786011,6.15961217880249,0.5403454303741455,2.460536241531372,train,FFNN,active_promoters_vs_inactive_promoters (NO FS),1
0.39201295375823975,0.8155879378318787,0.5167733430862427,0.6909515261650085,0.8776585459709167,0.6663201451301575,0.5913023948669434,0.7181707620620728,0.9195681214332581,0.4832266867160797,0.08043184876441956,0.48377326130867004,0.13340342044830322,0.05966861918568611,0.6821845173835754,0.12474345415830612,0.8454094529151917,0.30904847383499146,0.15459057688713074,0.2829049229621887,0.4197511374950409,0.7181707620620728,0.5975494384765625,0.5363609790802002,6.424976348876953,0.5254930257797241,2.5482470989227295,test,FFNN,active_promoters_vs_inactive_promoters (NO FS),1
0.09667352586984634,0.9652583003044128,0.9525333046913147,0.9161964058876038,0.993012011051178,0.9770556688308716,0.9340115785598755,0.9611095190048218,0.9696857333183289,0.047466665506362915,0.03031427599489689,0.9107635617256165,0.24587003886699677,0.022489488124847412,0.7193882465362549,0.012252202257514,0.9832537770271301,0.08380357176065445,0.01674620620906353,0.15138831734657288,0.8761930465698242,0.9611095190048218,0.934188187122345,0.8994501829147339,31.421833038330078,0.04895056039094925,24.713207244873047,train,CNN,active_promoters_vs_inactive_promoters (NO FS),1
1.477649450302124,0.7727386355400085,0.5123133659362793,0.5661024451255798,0.7504620552062988,0.5225590467453003,0.537866473197937,0.6878368854522705,0.8633603453636169,0.4876866340637207,0.13663966953754425,0.3885321617126465,0.13225209712982178,0.1013665720820427,0.6404865384101868,0.12589478492736816,0.8357282876968384,0.43389758467674255,0.16427171230316162,0.34056100249290466,0.36786410212516785,0.6878368854522705,0.5385367274284363,0.4018307328224182,3.7493722438812256,0.5648702383041382,2.2034528255462646,test,CNN,active_promoters_vs_inactive_promoters (NO FS),1
0.1781516671180725,0.9333950877189636,0.7549575567245483,0.983079731464386,0.9919278621673584,0.9785293936729431,0.8540478348731995,0.8752182722091675,0.9954789876937866,0.24504242837429047,0.004520994145423174,0.8237342238426208,0.19487135112285614,0.003354024840518832,0.7385237216949463,0.06325089931488037,0.9211113452911377,0.016920259222388268,0.07888863235712051,0.07182664424180984,0.7452735304832458,0.8752182722091675,0.8615007400512695,0.9041910767555237,166.98558044433594,0.2461552768945694,7.0139923095703125,train,MMNN,active_promoters_vs_inactive_promoters (NO FS),1
0.6122443079948425,0.7813485264778137,0.3569904863834381,0.6363636255264282,0.7709621787071228,0.5521497130393982,0.45739129185676575,0.6430026888847351,0.9290148615837097,0.6430094838142395,0.07098515331745148,0.35565412044525146,0.09215597808361053,0.05266055837273598,0.6891925930976868,0.1659908890724182,0.8059002757072449,0.3636363744735718,0.19409973919391632,0.30839788913726807,0.29650506377220154,0.6430026888847351,0.4766295850276947,0.4422639012336731,5.029079914093018,0.6921411156654358,1.8011412620544434,test,MMNN,active_promoters_vs_inactive_promoters (NO FS),1
,,,,0.8984852216559904,0.7038829844349745,0.7090435286169289,,,,,,,,,,,,,,,,,,,,,train,RF,active_promoters_vs_inactive_promoters (NO FS),1
,,,,0.8971964916991095,0.7049070084340551,0.7064177722925022,,,,,,,,,,,,,,,,,,,,,test,RF,active_promoters_vs_inactive_promoters (NO FS),1
0.3052944242954254,0.8925890922546387,0.06182514876127243,0.8743842244148254,0.7938998937606812,0.4925346076488495,0.11548470705747604,0.5303444862365723,0.9988638162612915,0.938174843788147,0.0011362116783857346,0.2157677561044693,0.007011929992586374,0.0010073477169498801,0.8855771422386169,0.10640357434749603,0.8927362561225891,0.12561576068401337,0.10726375132799149,0.1193794310092926,0.061280857771635056,0.5303444862365723,0.23250576853752136,0.7671204805374146,54.40861892700195,0.939241886138916,1.1292200088500977,train,FFNN,active_enhancers_vs_inactive_enhancers (FS),0
0.30531617999076843,0.8928655982017517,0.06480836123228073,0.8691588640213013,0.8018268346786499,0.49716779589653015,0.12062256783246994,0.5317804217338562,0.9987524747848511,0.9351916313171387,0.0012475494295358658,0.2201084941625595,0.007347712758928537,0.0011061072582378983,0.8855178952217102,0.10602828115224838,0.8930677175521851,0.13084112107753754,0.10693226754665375,0.12183800339698792,0.06418219208717346,0.5317804217338562,0.23733681440353394,0.7622265815734863,51.944366455078125,0.9363596439361572,1.1357499361038208,test,FFNN,active_enhancers_vs_inactive_enhancers (FS),0
0.08621194213628769,0.9657106995582581,0.7009752988815308,0.9953016638755798,0.9920857548713684,0.9766530394554138,0.822603702545166,0.850275993347168,0.9995766878128052,0.2990247309207916,0.0004232945793773979,0.8194141387939453,0.07950146496295929,0.00037528641405515373,0.8862091898918152,0.03391404077410698,0.9631418585777283,0.004698318429291248,0.036858148872852325,0.023984769359230995,0.6986634135246277,0.850275993347168,0.8352735638618469,0.9584435224533081,1655.607666015625,0.29915133118629456,5.678953170776367,train,CNN,active_enhancers_vs_inactive_enhancers (FS),0
1.410732626914978,0.8719285726547241,0.05226480960845947,0.2232142835855484,0.5397550463676453,0.14184147119522095,0.0846979096531868,0.5145034790039062,0.9767420887947083,0.9477351903915405,0.023257886990904808,0.05720975995063782,0.00592557480558753,0.020620999857783318,0.8660029768943787,0.10745042562484741,0.8896193504333496,0.7767857313156128,0.11038064956665039,0.40014779567718506,0.044221699237823486,0.5145034790039062,0.1080104261636734,0.11283363401889801,2.2471768856048584,0.9703022837638855,1.0597468614578247,test,CNN,active_enhancers_vs_inactive_enhancers (FS),0
0.22046849131584167,0.9202812910079956,0.42824798822402954,0.7655666470527649,0.8909165859222412,0.6512002944946289,0.5492517352104187,0.7057360410690308,0.9832241535186768,0.5717520117759705,0.01677583158016205,0.535275399684906,0.04856996238231659,0.014873192645609379,0.8717113137245178,0.06484553962945938,0.9307617545127869,0.2344333678483963,0.06923823058605194,0.16522124409675598,0.3785989284515381,0.7057360410690308,0.5725839138031006,0.6963284015655518,25.527523040771484,0.5815072059631348,2.3983094692230225,train,MMNN,active_enhancers_vs_inactive_enhancers (FS),0
0.24402570724487305,0.9158568382263184,0.40836235880851746,0.7306733131408691,0.8535460829734802,0.5963683128356934,0.5239159464836121,0.694557249546051,0.9807521104812622,0.5916376113891602,0.019247906282544136,0.5064079761505127,0.046298492699861526,0.017065655440092087,0.8695583343505859,0.06707751005887985,0.9283846616744995,0.26932668685913086,0.07161535322666168,0.17837776243686676,0.3549363911151886,0.694557249546051,0.5462412238121033,0.6590579748153687,21.2158260345459,0.6032488346099854,2.273935556411743,test,MMNN,active_enhancers_vs_inactive_enhancers (FS),0
,,,,0.8595128771051455,0.5965085724426608,0.5011148627126202,,,,,,,,,,,,,,,,,,,,,train,RF,active_enhancers_vs_inactive_enhancers (FS),0
,,,,0.8546959152535744,0.5779292942307844,0.4936708860759494,,,,,,,,,,,,,,,,,,,,,test,RF,active_enhancers_vs_inactive_enhancers (FS),0
0.31018367409706116,0.8900015950202942,0.03552769124507904,0.8680850863456726,0.806321382522583,0.5054877996444702,0.06826166808605194,0.5174185037612915,0.9993093609809875,0.9644722938537598,0.000690638495143503,0.16252097487449646,0.0040293908677995205,0.0006123093771748245,0.8859722018241882,0.10938610881567001,0.8901037573814392,0.1319148987531662,0.1098962128162384,0.12236443907022476,0.03533691167831421,0.5174185037612915,0.17561621963977814,0.7581888437271118,51.434356689453125,0.9651387333869934,1.0721887350082397,train,FFNN,active_enhancers_vs_inactive_enhancers (FS),1
0.3105076253414154,0.8897843360900879,0.032055750489234924,0.8846153616905212,0.8130940794944763,0.5070021748542786,0.061869535595178604,0.5157605409622192,0.9994653463363647,0.9679442644119263,0.0005346640245988965,0.15623889863491058,0.003634352469816804,0.0004740459844470024,0.8861499428749084,0.10974164307117462,0.8898056149482727,0.11538461595773697,0.1101943701505661,0.11437509953975677,0.03192227706313133,0.5157605409622192,0.16839538514614105,0.774420976638794,59.943729400634766,0.9684619307518005,1.0650938749313354,test,FFNN,active_enhancers_vs_inactive_enhancers (FS),1
0.0515623539686203,0.9786877036094666,0.8141762614250183,0.9974397420883179,0.9964312314987183,0.9901391267776489,0.896538496017456,0.9069544672966003,0.9997326731681824,0.18582375347614288,0.0002673439448699355,0.8904615640640259,0.09234020859003067,0.0002370229922235012,0.8863474726676941,0.0210752934217453,0.9767745733261108,0.0025602730456739664,0.023225441575050354,0.01779766194522381,0.8124783039093018,0.9069544672966003,0.9011613130569458,0.9742143154144287,3044.28759765625,0.18587341904640198,9.747419357299805,train,CNN,active_enhancers_vs_inactive_enhancers (FS),1
1.3663276433944702,0.8692423105239868,0.06341463327407837,0.22636815905570984,0.5433955788612366,0.14362989366054535,0.0990745797753334,0.5178506374359131,0.972286581993103,0.9365853667259216,0.027713419869542122,0.06454674899578094,0.007189697585999966,0.024571383371949196,0.8620526194572449,0.10618630051612854,0.8903304934501648,0.7736318111419678,0.1096695214509964,0.3979779779911041,0.05211912840604782,0.5178506374359131,0.11981257796287537,0.11669865250587463,2.288220167160034,0.9632810354232788,1.0740458965301514,test,CNN,active_enhancers_vs_inactive_enhancers (FS),1
0.22399494051933289,0.9210910797119141,0.46185997128486633,0.7455720901489258,0.8814848065376282,0.64853835105896,0.5703839063644409,0.7208489179611206,0.9798378348350525,0.5381399989128113,0.02016218937933445,0.5480164885520935,0.052382081747055054,0.017875483259558678,0.8687090277671814,0.06103342026472092,0.9343544840812683,0.25442788004875183,0.06564551591873169,0.17282633483409882,0.39897698163986206,0.7208489179611206,0.5868133306503296,0.6799265742301941,22.90711784362793,0.5492132902145386,2.582288980484009,train,MMNN,active_enhancers_vs_inactive_enhancers (FS),1
0.24535243213176727,0.911116361618042,0.42299652099609375,0.6714601516723633,0.8544235229492188,0.5917962789535522,0.5190252065658569,0.6982653141021729,0.973534107208252,0.5770034790039062,0.026465870440006256,0.48817917704582214,0.0479576513171196,0.023465275764465332,0.8631587028503418,0.06541834771633148,0.9295498728752136,0.32853981852531433,0.07045009732246399,0.20008648931980133,0.3504619002342224,0.6982653141021729,0.5329402685165405,0.6010100245475769,15.982656478881836,0.5926894545555115,2.3141696453094482,test,MMNN,active_enhancers_vs_inactive_enhancers (FS),1
,,,,0.8601786917041885,0.5943052519723065,0.5014625461019966,,,,,,,,,,,,,,,,,,,,,train,RF,active_enhancers_vs_inactive_enhancers (FS),1
,,,,0.8546689647078256,0.5941348169000094,0.492183560262229,,,,,,,,,,,,,,,,,,,,,test,RF,active_enhancers_vs_inactive_enhancers (FS),1
0.28588801622390747,0.9014379382133484,0.16980145871639252,0.8138564229011536,0.7823521494865417,0.49656128883361816,0.28097984194755554,0.5824166536331177,0.9950318336486816,0.8301985263824463,0.004968141671270132,0.34388113021850586,0.01925811730325222,0.004404677078127861,0.8821797966957092,0.0941573828458786,0.9035605788230896,0.18614357709884644,0.0964394062757492,0.1460666060447693,0.16345347464084625,0.5824166536331177,0.3717445433139801,0.7174170017242432,34.17737579345703,0.8343436121940613,1.3947314023971558,train,FFNN,active_enhancers_vs_inactive_enhancers (NO FS),0
0.2842155694961548,0.9012404084205627,0.1644599288702011,0.8222996592521667,0.7915751934051514,0.5063324570655823,0.2740998864173889,0.5799576640129089,0.9954553842544556,0.8355400562286377,0.004544644616544247,0.34058481454849243,0.01864580810070038,0.0040293908677995205,0.8825945854187012,0.0947301909327507,0.903071939945221,0.17770035564899445,0.09692805260419846,0.1425386518239975,0.15881560742855072,0.5799576640129089,0.367743581533432,0.7253715991973877,36.18683624267578,0.8393545150756836,1.3807121515274048,test,FFNN,active_enhancers_vs_inactive_enhancers (NO FS),0
0.04137995466589928,0.9834874272346497,0.8732149004936218,0.9789144992828369,0.99749755859375,0.9876955151557922,0.9230486154556274,0.9354044198989868,0.997593879699707,0.12678509950637817,0.002406095387414098,0.9157053828239441,0.09903610497713089,0.002133206930011511,0.8844512701034546,0.014379395171999931,0.9840021133422852,0.02108551375567913,0.015997890383005142,0.04987454414367676,0.8570939898490906,0.9354044198989868,0.9245554208755493,0.9629166126251221,362.90277099609375,0.12709088623523712,14.480920791625977,train,CNN,active_enhancers_vs_inactive_enhancers (NO FS),0
1.7848759889602661,0.8520186543464661,0.06898954510688782,0.15566037595272064,0.5386620759963989,0.13249929249286652,0.09560598433017731,0.5105685591697693,0.9521475434303284,0.9310104250907898,0.04785243421792984,0.030676648020744324,0.007821758277714252,0.04242711514234543,0.8441969156265259,0.1055542379617691,0.8888611793518066,0.8443396091461182,0.11113884299993515,0.4543948173522949,0.05020283907651901,0.5105685591697693,0.10362885147333145,0.04452155530452728,1.44171142578125,0.9778004884719849,1.0431870222091675,test,CNN,active_enhancers_vs_inactive_enhancers (NO FS),0
0.1896665245294571,0.9334360361099243,0.5546847581863403,0.7966483235359192,0.9127998948097229,0.7380622625350952,0.6540040969848633,0.7682861089706421,0.9818874597549438,0.4453152120113373,0.018112551420927048,0.6309008598327637,0.06290984898805618,0.016058307141065598,0.8705261945724487,0.05050564929842949,0.9451640844345093,0.2033516764640808,0.05483594164252281,0.15304729342460632,0.48588863015174866,0.7682861089706421,0.6647470593452454,0.7418124079704285,30.624160766601562,0.4535297453403473,3.315666437149048,train,MMNN,active_enhancers_vs_inactive_enhancers (NO FS),0
0.2801322340965271,0.9032946228981018,0.43135887384414673,0.602726399898529,0.8334465622901917,0.5500988960266113,0.5028432011604309,0.6975008249282837,0.9636428356170654,0.5686411261558533,0.03635715693235397,0.4586538076400757,0.04890574514865875,0.032235126942396164,0.8543888926506042,0.06447025388479233,0.929836630821228,0.39727360010147095,0.07016336917877197,0.2249978929758072,0.33586543798446655,0.6975008249282837,0.5098934769630432,0.5325630307197571,11.864450454711914,0.5900952219963074,2.3057940006256104,test,MMNN,active_enhancers_vs_inactive_enhancers (NO FS),0
,,,,0.8623600566770389,0.5971881686547297,0.507695356364357,,,,,,,,,,,,,,,,,,,,,train,RF,active_enhancers_vs_inactive_enhancers (NO FS),0
,,,,0.8554919809706792,0.5736263498984542,0.4978947368421053,,,,,,,,,,,,,,,,,,,,,test,RF,active_enhancers_vs_inactive_enhancers (NO FS),0
0.2851301431655884,0.9017934799194336,0.17345872521400452,0.8150572776794434,0.7888726592063904,0.49875789880752563,0.2860425114631653,0.5842118859291077,0.9949650168418884,0.8265413045883179,0.005034977570176125,0.3479885458946228,0.019672907888889313,0.004463932942599058,0.8821205496788025,0.09374259412288666,0.9039387702941895,0.18494272232055664,0.09606120735406876,0.14557145535945892,0.16689008474349976,0.5842118859291077,0.3760037124156952,0.7189960479736328,34.45005798339844,0.8307238817214966,1.4050709009170532,train,FFNN,active_enhancers_vs_inactive_enhancers (NO FS),1
0.28583621978759766,0.9001343250274658,0.15609756112098694,0.8086642622947693,0.789287805557251,0.49690836668014526,0.2616822421550751,0.5756873488426208,0.9952771067619324,0.8439024686813354,0.004722865764051676,0.32803043723106384,0.017697716131806374,0.004187406040728092,0.8824365735054016,0.09567827731370926,0.9021809101104736,0.1913357377052307,0.09781906008720398,0.14816945791244507,0.1505376398563385,0.5756873488426208,0.3552893400192261,0.7108451724052429,33.050750732421875,0.8479069471359253,1.3567525148391724,test,FFNN,active_enhancers_vs_inactive_enhancers (NO FS),1
0.03271256387233734,0.987141489982605,0.9021247029304504,0.9831087589263916,0.998283326625824,0.9909213781356812,0.9408773183822632,0.9500709772109985,0.9980171918869019,0.09787530452013016,0.0019828008953481913,0.9347645044326782,0.10231492668390274,0.0017579204868525267,0.8848266005516052,0.01110057719051838,0.9876099824905396,0.016891250386834145,0.012390043586492538,0.04478259012103081,0.8883553147315979,0.9500709772109985,0.9417465925216675,0.9707187414169312,454.9520263671875,0.09806974977254868,19.02840232849121,train,CNN,active_enhancers_vs_inactive_enhancers (NO FS),1
1.358943223953247,0.8563640713691711,0.10104529559612274,0.21545319259166718,0.5574133992195129,0.14556662738323212,0.13757115602493286,0.526997447013855,0.952949583530426,0.8989546895027161,0.04705043509602547,0.07629658281803131,0.011456111446022987,0.04171604663133621,0.8449079394340515,0.10191988945007324,0.8923564553260803,0.7845467925071716,0.10764352232217789,0.40560153126716614,0.07386653125286102,0.526997447013855,0.14754840731620789,0.1078096479177475,2.1475908756256104,0.9433390498161316,1.1141533851623535,test,CNN,active_enhancers_vs_inactive_enhancers (NO FS),1
0.18838468194007874,0.9353124499320984,0.49808427691459656,0.8791884183883667,0.9121773838996887,0.7435506582260132,0.635908842086792,0.7446643710136414,0.9912444949150085,0.501915693283081,0.008755514398217201,0.6328068375587463,0.05649048089981079,0.007762502878904343,0.8788219690322876,0.05692502111196518,0.939166247844696,0.12081155925989151,0.060833774507045746,0.11706280708312988,0.46617767214775085,0.7446643710136414,0.6617476344108582,0.8183546662330627,56.88741683959961,0.5063489675521851,2.9164135456085205,train,MMNN,active_enhancers_vs_inactive_enhancers (NO FS),1
0.2764114439487457,0.9047167301177979,0.38675957918167114,0.6299659609794617,0.8370617628097534,0.5321069955825806,0.47927460074424744,0.678854763507843,0.9709499478340149,0.6132404208183289,0.029050080105662346,0.4456610679626465,0.04384925216436386,0.02575649879872799,0.8608675003051758,0.06952674686908722,0.92527174949646,0.37003403902053833,0.07472825795412064,0.21511034667491913,0.3151618540287018,0.678854763507843,0.493604451417923,0.5552377104759216,13.31350040435791,0.6315879821777344,2.1138556003570557,test,MMNN,active_enhancers_vs_inactive_enhancers (NO FS),1
,,,,0.8624879805030441,0.5935868762733312,0.5123087159015303,,,,,,,,,,,,,,,,,,,,,train,RF,active_enhancers_vs_inactive_enhancers (NO FS),1
,,,,0.8557616727222596,0.5861390375420291,0.507423117709438,,,,,,,,,,,,,,,,,,,,,test,RF,active_enhancers_vs_inactive_enhancers (NO FS),1
